Month,Passenger ID,Passenger Group,Test group,Trips
August,800967,Medium,Control,7
August,800968,Low,Loyalty,3
August,800969,Medium,Control,6
August,800970,Medium,Loyalty,8
August,800971,Low,Control,0
August,800972,Low,Loyalty,1
August,800973,Low,Control,4
August,800974,Low,Loyalty,2
August,800975,Medium,Control,4
August,800976,Medium,Loyalty,8
August,800977,Medium,Control,5
August,800978,Medium,Loyalty,6
August,800979,High,Control,10
August,800980,Medium,Loyalty,8
August,800981,Medium,Control,6
August,800982,Low,Loyalty,1
August,800983,High,Control,11
August,800984,Low,Loyalty,0
August,800985,Low,Control,2
August,800986,Medium,Loyalty,8
August,800987,Low,Control,2
August,800988,Low,Loyalty,4
August,800989,Medium,Control,8
August,800990,High,Loyalty,10
August,800991,Medium,Control,5
August,800992,Low,Loyalty,0
August,800993,Low,Control,0
August,800994,Medium,Loyalty,9
August,800995,Low,Control,1
August,800996,High,Loyalty,11
August,800997,Medium,Control,7
August,800998,Medium,Loyalty,7
August,800999,Medium,Control,5
August,801000,Medium,Loyalty,9
August,801001,Medium,Control,6
August,801002,Low,Loyalty,3
August,801003,Low,Control,2
August,801004,Medium,Loyalty,4
August,801005,Medium,Control,7
August,801006,Low,Loyalty,3
August,801007,Medium,Control,5
August,801008,High,Loyalty,11
August,801009,Medium,Control,8
August,801010,High,Loyalty,15
August,801011,Low,Control,0
August,801012,Medium,Loyalty,9
August,801013,Low,Control,4
August,801014,Medium,Loyalty,6
August,801015,Medium,Control,4
August,801016,Medium,Loyalty,4
August,801017,Medium,Control,7
August,801018,Medium,Loyalty,8
August,801019,Medium,Control,8
August,801020,Medium,Loyalty,5
August,801021,Low,Control,2
August,801022,Medium,Loyalty,4
August,801023,High,Control,14
August,801024,Low,Loyalty,3
August,801025,Low,Control,4
August,801026,High,Loyalty,14
August,801027,Low,Control,2
August,801028,Medium,Loyalty,6
August,801029,Medium,Control,6
August,801030,Low,Loyalty,4
August,801031,Low,Control,2
August,801032,Low,Loyalty,0
August,801033,Medium,Control,4
August,801034,Low,Loyalty,4
August,801035,Low,Control,3
August,801036,Low,Loyalty,0
August,801037,Medium,Control,8
August,801038,Low,Loyalty,0
August,801039,Medium,Control,7
August,801040,Low,Loyalty,4
August,801041,Medium,Control,6
August,801042,High,Loyalty,10
August,801043,Low,Control,4
August,801044,Low,Loyalty,0
August,801045,Medium,Control,5
August,801046,Low,Loyalty,2
August,801047,Medium,Control,4
August,801048,Low,Loyalty,3
August,801049,Medium,Control,5
August,801050,Medium,Loyalty,8
August,801051,Low,Control,3
August,801052,Low,Loyalty,1
August,801053,Medium,Control,7
August,801054,Medium,Loyalty,5
August,801055,Low,Control,0
August,801056,Medium,Loyalty,8
August,801057,Medium,Control,6
August,801058,Medium,Loyalty,8
August,801059,Medium,Control,5
August,801060,Medium,Loyalty,5
August,801061,Low,Control,0
August,801062,Medium,Loyalty,9
August,801063,Medium,Control,7
August,801064,Medium,Loyalty,9
August,801065,Low,Control,0
August,801066,Medium,Loyalty,5
August,801067,Medium,Control,8
August,801068,Low,Loyalty,0
August,801069,High,Control,10
August,801070,Medium,Loyalty,6
August,801071,Medium,Control,4
August,801072,Medium,Loyalty,9
August,801073,Medium,Control,4
August,801074,High,Loyalty,14
August,801075,Low,Control,0
August,801076,Low,Loyalty,3
August,801077,Medium,Control,7
August,801078,Medium,Loyalty,8
August,801079,Medium,Control,4
August,801080,Low,Loyalty,0
August,801081,Medium,Control,6
August,801082,Medium,Loyalty,9
August,801083,Low,Control,0
August,801084,Low,Loyalty,2
August,801085,Low,Control,4
August,801086,Medium,Loyalty,6
August,801087,Low,Control,3
August,801088,Low,Loyalty,3
August,801089,Low,Control,4
August,801090,Medium,Loyalty,7
August,801091,Low,Control,4
August,801092,High,Loyalty,11
August,801093,Medium,Control,5
August,801094,Medium,Loyalty,7
August,801095,Low,Control,0
August,801096,Medium,Loyalty,7
August,801097,Medium,Control,4
August,801098,Low,Loyalty,0
August,801099,Low,Control,0
August,801100,Low,Loyalty,4
August,801101,High,Control,11
August,801102,Medium,Loyalty,5
August,801103,High,Control,10
August,801104,Low,Loyalty,2
August,801105,Medium,Control,6
August,801106,Medium,Loyalty,8
August,801107,Low,Control,2
August,801108,Medium,Loyalty,9
August,801109,Medium,Control,8
August,801110,Medium,Loyalty,4
August,801111,Low,Control,3
August,801112,Medium,Loyalty,7
August,801113,Medium,Control,7
August,801114,Medium,Loyalty,8
August,801115,High,Control,15
August,801116,Low,Loyalty,1
August,801117,Low,Control,3
August,801118,High,Loyalty,8
August,801119,Medium,Control,6
August,801120,Low,Loyalty,3
August,801121,Medium,Control,7
August,801122,Low,Loyalty,1
August,801123,Medium,Control,7
August,801124,Medium,Loyalty,6
August,801125,High,Control,11
August,801126,Medium,Loyalty,8
August,801127,Low,Control,2
August,801128,Low,Loyalty,2
August,801129,Medium,Control,5
August,801130,High,Loyalty,9
August,801131,Medium,Control,8
August,801132,Medium,Loyalty,5
August,801133,Medium,Control,6
August,801134,Medium,Loyalty,7
August,801135,Low,Control,4
August,801136,Medium,Loyalty,8
August,801137,Medium,Control,8
August,801138,Medium,Loyalty,8
August,801139,Low,Control,1
August,801140,Low,Loyalty,0
August,801141,Medium,Control,6
August,801142,Low,Loyalty,3
August,801143,Medium,Control,6
August,801144,Medium,Loyalty,8
August,801145,High,Control,13
August,801146,Low,Loyalty,1
August,801147,Low,Control,4
August,801148,Low,Loyalty,1
August,801149,Medium,Control,7
August,801150,Medium,Loyalty,9
August,801151,High,Control,14
August,801152,Medium,Loyalty,6
August,801153,High,Control,15
August,801154,Medium,Loyalty,7
August,801155,Low,Control,1
August,801156,High,Loyalty,12
August,801157,Medium,Control,6
August,801158,Medium,Loyalty,6
August,801159,Low,Control,2
August,801160,High,Loyalty,12
August,801161,Medium,Control,6
August,801162,Medium,Loyalty,4
August,801163,Low,Control,0
August,801164,High,Loyalty,10
August,801165,Low,Control,2
August,801166,High,Loyalty,12
August,801167,High,Control,9
August,801168,Low,Loyalty,3
August,801169,High,Control,8
August,801170,High,Loyalty,9
August,801171,High,Control,8
August,801172,Medium,Loyalty,5
August,801173,Low,Control,4
August,801174,Low,Loyalty,1
August,801175,Medium,Control,8
August,801176,Low,Loyalty,2
August,801177,Medium,Control,7
August,801178,High,Loyalty,9
August,801179,Low,Control,0
August,801180,Low,Loyalty,1
August,801181,Low,Control,4
August,801182,Low,Loyalty,0
August,801183,Medium,Control,8
August,801184,Medium,Loyalty,8
August,801185,Medium,Control,5
August,801186,High,Loyalty,14
August,801187,High,Control,11
August,801188,Low,Loyalty,1
August,801189,Medium,Control,4
August,801190,Medium,Loyalty,4
August,801191,Low,Control,3
August,801192,High,Loyalty,9
August,801193,Medium,Control,8
August,801194,Low,Loyalty,1
August,801195,Low,Control,0
August,801196,Medium,Loyalty,5
August,801197,Medium,Control,5
August,801198,Medium,Loyalty,8
August,801199,Low,Control,0
August,801200,Medium,Loyalty,9
August,801201,Medium,Control,7
August,801202,Low,Loyalty,2
August,801203,Low,Control,0
August,801204,High,Loyalty,12
August,801205,Low,Control,2
August,801206,Low,Loyalty,1
August,801207,Low,Control,3
August,801208,Low,Loyalty,3
August,801209,High,Control,14
August,801210,Medium,Loyalty,5
August,801211,Low,Control,4
August,801212,High,Loyalty,14
August,801213,Medium,Control,6
August,801214,Medium,Loyalty,7
August,801215,Medium,Control,6
August,801216,Medium,Loyalty,4
August,801217,Low,Control,4
August,801218,Low,Loyalty,4
August,801219,Medium,Control,4
August,801220,Medium,Loyalty,4
August,801221,Low,Control,3
August,801222,High,Loyalty,15
August,801223,Low,Control,4
August,801224,Low,Loyalty,0
August,801225,Medium,Control,8
August,801226,High,Loyalty,12
August,801227,Low,Control,3
August,801228,Medium,Loyalty,6
August,801229,Medium,Control,4
August,801230,Medium,Loyalty,7
August,801231,High,Control,15
August,801232,Medium,Loyalty,5
August,801233,Low,Control,0
August,801234,Low,Loyalty,4
August,801235,Low,Control,1
August,801236,Medium,Loyalty,8
August,801237,Low,Control,2
August,801238,Low,Loyalty,4
August,801239,Medium,Control,8
August,801240,Medium,Loyalty,6
August,801241,Medium,Control,4
August,801242,Low,Loyalty,3
August,801243,Low,Control,1
August,801244,Low,Loyalty,0
August,801245,Low,Control,3
August,801246,Low,Loyalty,2
August,801247,Medium,Control,8
August,801248,Low,Loyalty,0
August,801249,Medium,Control,4
August,801250,Medium,Loyalty,7
August,801251,Medium,Control,5
August,801252,Medium,Loyalty,7
August,801253,Low,Control,3
August,801254,Low,Loyalty,3
August,801255,Medium,Control,8
August,801256,Low,Loyalty,1
August,801257,Medium,Control,7
August,801258,Low,Loyalty,0
August,801259,Medium,Control,7
August,801260,Low,Loyalty,2
August,801261,Medium,Control,7
August,801262,Medium,Loyalty,4
August,801263,Low,Control,3
August,801264,Low,Loyalty,4
August,801265,Low,Control,1
August,801266,Low,Loyalty,3
August,801267,Medium,Control,7
August,801268,Medium,Loyalty,8
August,801269,High,Control,9
August,801270,Low,Loyalty,1
August,801271,Medium,Control,4
August,801272,High,Loyalty,12
August,801273,Medium,Control,6
August,801274,Medium,Loyalty,6
August,801275,Low,Control,4
August,801276,Medium,Loyalty,8
August,801277,Medium,Control,5
August,801278,Low,Loyalty,3
August,801279,Low,Control,3
August,801280,Low,Loyalty,1
August,801281,Medium,Control,5
August,801282,Low,Loyalty,3
August,801283,Medium,Control,6
August,801284,Medium,Loyalty,5
August,801285,Low,Control,2
August,801286,Medium,Loyalty,5
August,801287,Medium,Control,8
August,801288,Low,Loyalty,2
August,801289,Medium,Control,6
August,801290,Low,Loyalty,2
August,801291,Medium,Control,7
August,801292,Medium,Loyalty,6
August,801293,Medium,Control,8
August,801294,Medium,Loyalty,6
August,801295,Low,Control,3
August,801296,Medium,Loyalty,4
August,801297,Low,Control,0
August,801298,Medium,Loyalty,8
August,801299,Medium,Control,4
August,801300,High,Loyalty,14
August,801301,Low,Control,4
August,801302,High,Loyalty,9
August,801303,Low,Control,4
August,801304,Medium,Loyalty,6
August,801305,Medium,Control,4
August,801306,High,Loyalty,14
August,801307,Low,Control,4
August,801308,Medium,Loyalty,9
August,801309,Medium,Control,4
August,801310,Low,Loyalty,4
August,801311,Low,Control,0
August,801312,Medium,Loyalty,5
August,801313,Medium,Control,6
August,801314,Low,Loyalty,1
August,801315,Low,Control,0
August,801316,Medium,Loyalty,7
August,801317,Low,Control,1
August,801318,Low,Loyalty,1
August,801319,High,Control,9
August,801320,Low,Loyalty,3
August,801321,Medium,Control,4
August,801322,Medium,Loyalty,6
August,801323,Medium,Control,6
August,801324,Low,Loyalty,0
August,801325,Medium,Control,8
August,801326,Medium,Loyalty,5
August,801327,Low,Control,2
August,801328,High,Loyalty,13
August,801329,Low,Control,0
August,801330,Medium,Loyalty,4
August,801331,Medium,Control,6
August,801332,Medium,Loyalty,6
August,801333,Medium,Control,5
August,801334,Low,Loyalty,0
August,801335,Low,Control,2
August,801336,Medium,Loyalty,9
August,801337,Medium,Control,7
August,801338,Medium,Loyalty,6
August,801339,Medium,Control,7
August,801340,Medium,Loyalty,7
August,801341,High,Control,14
August,801342,Low,Loyalty,2
August,801343,Low,Control,2
August,801344,High,Loyalty,8
August,801345,Medium,Control,4
August,801346,Medium,Loyalty,5
August,801347,Medium,Control,4
August,801348,Low,Loyalty,1
August,801349,Medium,Control,6
August,801350,Medium,Loyalty,9
August,801351,Low,Control,0
August,801352,Medium,Loyalty,8
August,801353,Low,Control,3
August,801354,Medium,Loyalty,8
August,801355,Medium,Control,6
August,801356,Low,Loyalty,2
August,801357,Medium,Control,7
August,801358,Medium,Loyalty,6
August,801359,Medium,Control,6
August,801360,Medium,Loyalty,5
August,801361,Medium,Control,4
August,801362,Medium,Loyalty,8
August,801363,Medium,Control,5
August,801364,Medium,Loyalty,8
August,801365,Medium,Control,4
August,801366,Medium,Loyalty,6
August,801367,High,Control,13
August,801368,Low,Loyalty,2
August,801369,Low,Control,2
August,801370,Low,Loyalty,4
August,801371,Medium,Control,7
August,801372,Low,Loyalty,4
August,801373,Medium,Control,8
August,801374,High,Loyalty,12
August,801375,High,Control,14
August,801376,Medium,Loyalty,4
August,801377,Low,Control,1
August,801378,Low,Loyalty,4
August,801379,Medium,Control,4
August,801380,Medium,Loyalty,9
August,801381,Medium,Control,4
August,801382,Low,Loyalty,2
August,801383,Medium,Control,8
August,801384,Medium,Loyalty,8
August,801385,Low,Control,1
August,801386,Low,Loyalty,3
August,801387,Medium,Control,5
August,801388,Medium,Loyalty,5
August,801389,Low,Control,1
August,801390,Medium,Loyalty,5
August,801391,Low,Control,0
August,801392,Low,Loyalty,1
August,801393,Medium,Control,6
August,801394,High,Loyalty,13
August,801395,Medium,Control,6
August,801396,Low,Loyalty,2
August,801397,Low,Control,1
August,801398,Medium,Loyalty,8
August,801399,Medium,Control,7
August,801400,Medium,Loyalty,4
August,801401,Low,Control,2
August,801402,High,Loyalty,8
August,801403,Medium,Control,4
August,801404,High,Loyalty,15
August,801405,Low,Control,2
August,801406,Low,Loyalty,4
August,801407,Medium,Control,6
August,801408,Low,Loyalty,1
August,801409,Low,Control,2
August,801410,High,Loyalty,14
August,801411,Low,Control,2
August,801412,Medium,Loyalty,4
August,801413,Medium,Control,5
August,801414,Low,Loyalty,2
August,801415,High,Control,12
August,801416,Medium,Loyalty,4
August,801417,Medium,Control,7
August,801418,Medium,Loyalty,6
August,801419,Low,Control,2
August,801420,Low,Loyalty,2
August,801421,Medium,Control,5
August,801422,Medium,Loyalty,5
August,801423,Medium,Control,4
August,801424,Medium,Loyalty,8
August,801425,Low,Control,0
August,801426,Low,Loyalty,0
August,801427,Low,Control,4
August,801428,High,Loyalty,14
August,801429,High,Control,13
August,801430,Medium,Loyalty,8
August,801431,Low,Control,1
August,801432,Medium,Loyalty,4
August,801433,Medium,Control,5
August,801434,Low,Loyalty,1
August,801435,Medium,Control,6
August,801436,Medium,Loyalty,6
August,801437,Medium,Control,7
August,801438,Medium,Loyalty,9
August,801439,High,Control,12
August,801440,Low,Loyalty,2
August,801441,Low,Control,1
August,801442,Medium,Loyalty,8
August,801443,Medium,Control,8
August,801444,Low,Loyalty,0
August,801445,Low,Control,4
August,801446,Medium,Loyalty,9
August,801447,Low,Control,4
August,801448,Medium,Loyalty,7
August,801449,Medium,Control,7
August,801450,Medium,Loyalty,9
August,801451,Medium,Control,7
August,801452,High,Loyalty,13
August,801453,Low,Control,4
August,801454,High,Loyalty,10
August,801455,Low,Control,1
August,801456,Medium,Loyalty,5
August,801457,Medium,Control,8
August,801458,Low,Loyalty,0
August,801459,Low,Control,4
August,801460,Medium,Loyalty,4
August,801461,Medium,Control,7
August,801462,Low,Loyalty,1
August,801463,Medium,Control,7
August,801464,Low,Loyalty,4
August,801465,Medium,Control,7
August,801466,Medium,Loyalty,4
August,801467,Low,Control,0
August,801468,Low,Loyalty,4
August,801469,Low,Control,2
August,801470,Low,Loyalty,1
August,801471,High,Control,10
August,801472,Low,Loyalty,4
August,801473,High,Control,8
August,801474,Medium,Loyalty,8
August,801475,Medium,Control,5
August,801476,Low,Loyalty,1
August,801477,Medium,Control,4
August,801478,Low,Loyalty,2
August,801479,Medium,Control,6
August,801480,Medium,Loyalty,9
August,801481,High,Control,11
August,801482,Low,Loyalty,0
August,801483,High,Control,15
August,801484,Low,Loyalty,3
August,801485,Medium,Control,4
August,801486,Low,Loyalty,4
August,801487,Low,Control,1
August,801488,Low,Loyalty,2
August,801489,Medium,Control,7
August,801490,Medium,Loyalty,5
August,801491,Medium,Control,8
August,801492,Low,Loyalty,0
August,801493,Low,Control,0
August,801494,Medium,Loyalty,9
August,801495,Medium,Control,5
August,801496,Low,Loyalty,3
August,801497,High,Control,9
August,801498,High,Loyalty,10
August,801499,Low,Control,3
August,801500,Low,Loyalty,1
August,801501,Medium,Control,6
August,801502,Low,Loyalty,4
August,801503,Medium,Control,7
August,801504,Medium,Loyalty,4
August,801505,Low,Control,2
August,801506,Low,Loyalty,4
August,801507,Low,Control,2
August,801508,Medium,Loyalty,6
August,801509,Low,Control,4
August,801510,Medium,Loyalty,6
August,801511,Low,Control,4
August,801512,Medium,Loyalty,9
August,801513,Low,Control,1
August,801514,High,Loyalty,9
August,801515,Medium,Control,7
August,801516,Medium,Loyalty,9
August,801517,Low,Control,3
August,801518,Low,Loyalty,3
August,801519,Low,Control,2
August,801520,Medium,Loyalty,8
August,801521,Medium,Control,5
August,801522,Low,Loyalty,0
August,801523,Low,Control,3
August,801524,High,Loyalty,10
August,801525,Medium,Control,7
August,801526,Low,Loyalty,3
August,801527,Medium,Control,8
August,801528,Medium,Loyalty,4
August,801529,Medium,Control,6
August,801530,High,Loyalty,13
August,801531,Medium,Control,5
August,801532,High,Loyalty,14
August,801533,Medium,Control,5
August,801534,Low,Loyalty,3
August,801535,Medium,Control,8
August,801536,Medium,Loyalty,6
August,801537,Medium,Control,6
August,801538,Medium,Loyalty,4
August,801539,Low,Control,1
August,801540,Low,Loyalty,0
August,801541,Medium,Control,4
August,801542,Medium,Loyalty,6
August,801543,Medium,Control,8
August,801544,Medium,Loyalty,4
August,801545,Medium,Control,8
August,801546,Medium,Loyalty,9
August,801547,High,Control,9
August,801548,Low,Loyalty,3
August,801549,Medium,Control,4
August,801550,Medium,Loyalty,8
August,801551,Low,Control,1
August,801552,Medium,Loyalty,9
August,801553,Medium,Control,7
August,801554,Medium,Loyalty,9
August,801555,Low,Control,3
August,801556,High,Loyalty,9
August,801557,Medium,Control,6
August,801558,Low,Loyalty,0
August,801559,Low,Control,1
August,801560,Low,Loyalty,3
August,801561,Medium,Control,5
August,801562,High,Loyalty,8
August,801563,Medium,Control,5
August,801564,Low,Loyalty,1
August,801565,High,Control,15
August,801566,Medium,Loyalty,9
August,801567,Low,Control,1
August,801568,Medium,Loyalty,4
August,801569,Medium,Control,8
August,801570,Low,Loyalty,0
August,801571,Low,Control,3
August,801572,Medium,Loyalty,9
August,801573,Medium,Control,5
August,801574,Low,Loyalty,3
August,801575,High,Control,13
August,801576,Medium,Loyalty,5
August,801577,Low,Control,4
August,801578,Low,Loyalty,1
August,801579,Low,Control,3
August,801580,Medium,Loyalty,9
August,801581,Medium,Control,8
August,801582,Medium,Loyalty,5
August,801583,High,Control,11
August,801584,Medium,Loyalty,5
August,801585,Low,Control,1
August,801586,Low,Loyalty,4
August,801587,Medium,Control,6
August,801588,Low,Loyalty,0
August,801589,Medium,Control,5
August,801590,High,Loyalty,15
August,801591,Low,Control,4
August,801592,Medium,Loyalty,8
August,801593,High,Control,14
August,801594,Medium,Loyalty,9
August,801595,Medium,Control,8
August,801596,Low,Loyalty,1
August,801597,Low,Control,4
August,801598,Low,Loyalty,4
August,801599,Medium,Control,4
August,801600,Medium,Loyalty,4
August,801601,Low,Control,0
August,801602,Low,Loyalty,3
August,801603,Low,Control,1
August,801604,Low,Loyalty,4
August,801605,Medium,Control,8
August,801606,Low,Loyalty,1
August,801607,Low,Control,4
August,801608,Low,Loyalty,1
August,801609,Medium,Control,6
August,801610,Low,Loyalty,1
August,801611,Low,Control,1
August,801612,Medium,Loyalty,6
August,801613,Medium,Control,6
August,801614,Medium,Loyalty,5
August,801615,Low,Control,4
August,801616,Low,Loyalty,0
August,801617,Low,Control,0
August,801618,Medium,Loyalty,8
August,801619,Medium,Control,8
August,801620,Medium,Loyalty,6
August,801621,Low,Control,1
August,801622,High,Loyalty,13
August,801623,High,Control,14
August,801624,Medium,Loyalty,6
August,801625,Medium,Control,5
August,801626,Medium,Loyalty,5
August,801627,Medium,Control,8
August,801628,High,Loyalty,15
August,801629,Medium,Control,5
August,801630,Medium,Loyalty,6
August,801631,Medium,Control,5
August,801632,Low,Loyalty,2
August,801633,High,Control,9
August,801634,Low,Loyalty,1
August,801635,Low,Control,3
August,801636,Low,Loyalty,2
August,801637,High,Control,13
August,801638,Medium,Loyalty,8
August,801639,Medium,Control,6
August,801640,Low,Loyalty,3
August,801641,Low,Control,2
August,801642,Low,Loyalty,3
August,801643,Medium,Control,5
August,801644,Medium,Loyalty,8
August,801645,Medium,Control,4
August,801646,Medium,Loyalty,9
August,801647,Medium,Control,5
August,801648,Low,Loyalty,3
August,801649,Low,Control,0
August,801650,Medium,Loyalty,8
August,801651,Low,Control,3
August,801652,Medium,Loyalty,4
August,801653,Low,Control,0
August,801654,Medium,Loyalty,7
August,801655,Medium,Control,5
August,801656,Low,Loyalty,4
August,801657,High,Control,10
August,801658,Low,Loyalty,4
August,801659,Low,Control,4
August,801660,Medium,Loyalty,9
August,801661,Low,Control,2
August,801662,Low,Loyalty,2
August,801663,High,Control,14
August,801664,Low,Loyalty,3
August,801665,Medium,Control,8
August,801666,Medium,Loyalty,8
August,801667,Low,Control,2
August,801668,Medium,Loyalty,7
August,801669,Low,Control,4
August,801670,Medium,Loyalty,6
August,801671,Medium,Control,4
August,801672,Medium,Loyalty,4
August,801673,Medium,Control,5
August,801674,Low,Loyalty,1
August,801675,Medium,Control,6
August,801676,Low,Loyalty,4
August,801677,Low,Control,2
August,801678,Medium,Loyalty,4
August,801679,Medium,Control,8
August,801680,Low,Loyalty,1
August,801681,Low,Control,3
August,801682,Medium,Loyalty,6
August,801683,Low,Control,1
August,801684,Medium,Loyalty,6
August,801685,Low,Control,0
August,801686,High,Loyalty,10
August,801687,Medium,Control,6
August,801688,Medium,Loyalty,7
August,801689,Medium,Control,4
August,801690,Medium,Loyalty,4
August,801691,Low,Control,1
August,801692,Medium,Loyalty,8
August,801693,Medium,Control,4
August,801694,Low,Loyalty,2
August,801695,High,Control,10
August,801696,Low,Loyalty,0
August,801697,Medium,Control,4
August,801698,Low,Loyalty,1
August,801699,Low,Control,3
August,801700,Low,Loyalty,4
August,801701,High,Control,14
August,801702,Low,Loyalty,4
August,801703,Medium,Control,5
August,801704,Low,Loyalty,3
August,801705,Low,Control,1
August,801706,High,Loyalty,11
August,801707,High,Control,8
August,801708,Low,Loyalty,2
August,801709,Low,Control,2
August,801710,Medium,Loyalty,6
August,801711,Low,Control,4
August,801712,Low,Loyalty,4
August,801713,Medium,Control,5
August,801714,Medium,Loyalty,8
August,801715,Low,Control,4
August,801716,Medium,Loyalty,7
August,801717,Medium,Control,5
August,801718,Low,Loyalty,2
August,801719,Medium,Control,7
August,801720,Medium,Loyalty,4
August,801721,Low,Control,0
August,801722,Medium,Loyalty,7
August,801723,Low,Control,2
August,801724,Medium,Loyalty,4
August,801725,Low,Control,0
August,801726,Medium,Loyalty,6
August,801727,Medium,Control,6
August,801728,High,Loyalty,10
August,801729,Medium,Control,8
August,801730,Medium,Loyalty,7
August,801731,High,Control,15
August,801732,Low,Loyalty,4
August,801733,Medium,Control,6
August,801734,Low,Loyalty,4
August,801735,Medium,Control,6
August,801736,Low,Loyalty,1
August,801737,Low,Control,2
August,801738,Medium,Loyalty,7
August,801739,Medium,Control,6
August,801740,Medium,Loyalty,9
August,801741,Low,Control,3
August,801742,Medium,Loyalty,6
August,801743,Medium,Control,8
August,801744,Low,Loyalty,1
August,801745,Medium,Control,7
August,801746,Medium,Loyalty,5
August,801747,Low,Control,4
August,801748,Low,Loyalty,1
August,801749,Low,Control,1
August,801750,Low,Loyalty,1
August,801751,Medium,Control,4
August,801752,High,Loyalty,11
August,801753,High,Control,11
August,801754,Low,Loyalty,4
August,801755,Medium,Control,7
August,801756,High,Loyalty,10
August,801757,Medium,Control,4
August,801758,Low,Loyalty,3
August,801759,Low,Control,1
August,801760,Low,Loyalty,3
August,801761,Low,Control,0
August,801762,Medium,Loyalty,6
August,801763,Medium,Control,6
August,801764,Medium,Loyalty,4
August,801765,Medium,Control,7
August,801766,Medium,Loyalty,7
August,801767,High,Control,8
August,801768,Low,Loyalty,1
August,801769,Low,Control,2
August,801770,High,Loyalty,8
August,801771,Low,Control,0
August,801772,Medium,Loyalty,7
August,801773,Medium,Control,4
August,801774,Medium,Loyalty,6
August,801775,Low,Control,1
August,801776,Medium,Loyalty,6
August,801777,Medium,Control,6
August,801778,Low,Loyalty,1
August,801779,Medium,Control,8
August,801780,Medium,Loyalty,8
August,801781,High,Control,15
August,801782,Medium,Loyalty,8
August,801783,Medium,Control,6
August,801784,Low,Loyalty,0
August,801785,High,Control,9
August,801786,Low,Loyalty,1
August,801787,Low,Control,0
August,801788,Low,Loyalty,1
August,801789,Medium,Control,4
August,801790,Medium,Loyalty,6
August,801791,Medium,Control,7
August,801792,Low,Loyalty,1
August,801793,Medium,Control,6
August,801794,Medium,Loyalty,6
August,801795,Medium,Control,5
August,801796,Medium,Loyalty,8
August,801797,Low,Control,2
August,801798,Low,Loyalty,2
August,801799,Low,Control,0
August,801800,High,Loyalty,15
August,801801,Medium,Control,6
August,801802,Medium,Loyalty,9
August,801803,High,Control,9
August,801804,Medium,Loyalty,8
August,801805,Low,Control,2
August,801806,High,Loyalty,15
August,801807,Low,Control,4
August,801808,Medium,Loyalty,8
August,801809,High,Control,9
August,801810,High,Loyalty,14
August,801811,High,Control,12
August,801812,Low,Loyalty,4
August,801813,Medium,Control,7
August,801814,Medium,Loyalty,6
August,801815,Low,Control,2
August,801816,Medium,Loyalty,8
August,801817,Low,Control,3
August,801818,Low,Loyalty,3
August,801819,Low,Control,2
August,801820,High,Loyalty,15
August,801821,Low,Control,4
August,801822,Medium,Loyalty,7
August,801823,Low,Control,2
August,801824,Medium,Loyalty,7
August,801825,Medium,Control,4
August,801826,Low,Loyalty,2
August,801827,Medium,Control,6
August,801828,Low,Loyalty,4
August,801829,Medium,Control,8
August,801830,Medium,Loyalty,7
August,801831,Low,Control,4
August,801832,Low,Loyalty,1
August,801833,Low,Control,1
August,801834,Low,Loyalty,3
August,801835,Low,Control,0
August,801836,Medium,Loyalty,7
August,801837,Medium,Control,8
August,801838,Medium,Loyalty,8
August,801839,Low,Control,3
August,801840,High,Loyalty,8
August,801841,Low,Control,1
August,801842,Medium,Loyalty,9
August,801843,Medium,Control,6
August,801844,Medium,Loyalty,9
August,801845,Low,Control,3
August,801846,Medium,Loyalty,8
August,801847,Medium,Control,5
August,801848,Medium,Loyalty,8
August,801849,Low,Control,2
August,801850,Low,Loyalty,4
August,801851,High,Control,15
August,801852,Medium,Loyalty,7
August,801853,Low,Control,1
August,801854,Low,Loyalty,3
August,801855,Low,Control,4
August,801856,Low,Loyalty,4
August,801857,Low,Control,0
August,801858,Low,Loyalty,3
August,801859,Medium,Control,7
August,801860,Low,Loyalty,4
August,801861,Low,Control,4
August,801862,Low,Loyalty,1
August,801863,Medium,Control,4
August,801864,Medium,Loyalty,6
August,801865,Medium,Control,5
August,801866,Low,Loyalty,2
August,801867,Low,Control,1
August,801868,Medium,Loyalty,9
August,801869,Low,Control,2
August,801870,High,Loyalty,13
August,801871,Low,Control,1
August,801872,Medium,Loyalty,6
August,801873,Low,Control,2
August,801874,Medium,Loyalty,7
August,801875,Medium,Control,8
August,801876,Low,Loyalty,2
August,801877,Medium,Control,8
August,801878,Medium,Loyalty,9
August,801879,Low,Control,2
August,801880,High,Loyalty,13
August,801881,Medium,Control,5
August,801882,Medium,Loyalty,6
August,801883,Low,Control,2
August,801884,Medium,Loyalty,8
August,801885,Low,Control,0
August,801886,Low,Loyalty,1
August,801887,High,Control,11
August,801888,Medium,Loyalty,6
August,801889,Medium,Control,5
August,801890,High,Loyalty,12
August,801891,Low,Control,0
August,801892,Medium,Loyalty,5
August,801893,Medium,Control,6
August,801894,High,Loyalty,13
August,801895,Medium,Control,5
August,801896,Medium,Loyalty,9
August,801897,Low,Control,4
August,801898,Medium,Loyalty,9
August,801899,High,Control,14
August,801900,High,Loyalty,9
August,801901,Low,Control,3
August,801902,Low,Loyalty,4
August,801903,Low,Control,3
August,801904,Low,Loyalty,3
August,801905,Medium,Control,5
August,801906,High,Loyalty,12
August,801907,Medium,Control,8
